Date,Description,Original Description,Category,Amount,Status
2024-06-17,"DD DOORDASH BURGERKIN    855-973-1040 CA","DD DOORDASH BURGERKIN    855-973-1040 CA",Category Pending,-41.42,Posted
2024-06-17,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-34.77,Posted
2024-06-17,"AMAZON MKTPL*IQ1HT1RZ3   Amzn.com/billWA","AMAZON MKTPL*IQ1HT1RZ3   Amzn.com/billWA",Category Pending,-28.36,Posted
2024-06-17,"CREATE MARKETPLACE LLC   WESTMINSTER  CO","CREATE MARKETPLACE LLC   WESTMINSTER  CO",Category Pending,-27.13,Posted
2024-06-17,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-21.41,Posted
2024-06-17,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-06-17,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-06-17,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-12.13,Posted
2024-06-17,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-06-14,"Amazon Prime*QV13W0TD3   Amzn.com/billWA","Amazon Prime*QV13W0TD3   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-06-13,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-173.90,Posted
2024-06-13,"PAI ISO                  LONGMONT     CO","PAI ISO                  LONGMONT     CO",Category Pending,-103.00,Posted
2024-06-13,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-06-12,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-53.43,Posted
2024-06-12,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-14.53,Posted
2024-06-12,"SANTIAGOS MEXICAN RESTA  NORTHGLENN   CO","SANTIAGOS MEXICAN RESTA  NORTHGLENN   CO",Category Pending,-6.85,Posted
2024-06-12,"WENDY'S # 9067           THORNTON     CO","WENDY'S # 9067           THORNTON     CO",Category Pending,-3.24,Posted
2024-06-12,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,894.22,Posted
2024-06-11,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-06-11,"SONIC DRIVE IN #6878     THORNTON     CO","SONIC DRIVE IN #6878     THORNTON     CO",Category Pending,-18.74,Posted
2024-06-11,"BURGER KING #7461        FORT LUPTON  CO","BURGER KING #7461        FORT LUPTON  CO",Category Pending,-16.02,Posted
2024-06-10,"QT 4202 INSIDE           FIRESTONE    CO","QT 4202 INSIDE           FIRESTONE    CO",Category Pending,-12.04,Posted
2024-06-10,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-11.78,Posted
2024-06-10,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-7.37,Posted
2024-06-07,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-29.88,Posted
2024-06-06,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-59.45,Posted
2024-06-06,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-24.91,Posted
2024-06-06,"SONIC DRIVE IN #4317     FT LUPTON    CO","SONIC DRIVE IN #4317     FT LUPTON    CO",Category Pending,-3.84,Posted
2024-06-05,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-06-05,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-06-05,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-5.07,Posted
2024-06-05,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,641.36,Posted
2024-06-04,"CAPITAL ONE      MOBILE PMT ***********BYXY","CAPITAL ONE      MOBILE PMT ***********BYXY",Category Pending,-25.00,Posted
2024-06-04,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-78.17,Posted
2024-06-03,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-25.00,Posted
2024-06-03,"Zelle: Dad","Zelle: Dad",Category Pending,-250.00,Posted
2024-06-03,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-62.96,Posted
2024-06-03,"HARBOR FREIGHT TOOLS 70  LONGMONT     CO","HARBOR FREIGHT TOOLS 70  LONGMONT     CO",Category Pending,-48.86,Posted
2024-06-03,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-43.39,Posted
2024-06-03,"WALGREENS STORE 1821 E   BRIGHTON     CO","WALGREENS STORE 1821 E   BRIGHTON     CO",Category Pending,-41.86,Posted
2024-06-03,"Amazon.com*XQ3RI13X3     Amzn.com/billWA","Amazon.com*XQ3RI13X3     Amzn.com/billWA",Category Pending,-34.43,Posted
2024-06-03,"RAISING CANES 0490       LONGMONT     CO","RAISING CANES 0490       LONGMONT     CO",Category Pending,-22.35,Posted
2024-06-03,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-14.53,Posted
2024-06-03,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-7.86,Posted
2024-05-30,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,25.00,Posted
2024-05-29,"Zelle:  Brown","Zelle:  Brown",Category Pending,-50.00,Posted
2024-05-29,"Zelle:  Brown","Zelle:  Brown",Category Pending,-25.00,Posted
2024-05-29,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,673.43,Posted
2024-05-28,"Zelle:  Lang","Zelle:  Lang",Category Pending,-600.00,Posted
2024-05-28,"Zelle: Debbie","Zelle: Debbie",Category Pending,-250.00,Posted
2024-05-28,"Zelle:  Brown","Zelle:  Brown",Category Pending,-170.00,Posted
2024-05-28,"Zelle:  Brown","Zelle:  Brown",Category Pending,-100.00,Posted
2024-05-28,"Zelle: Dad","Zelle: Dad",Category Pending,-69.09,Posted
2024-05-28,"Zelle:  Brown","Zelle:  Brown",Category Pending,-50.00,Posted
2024-05-28,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,150.00,Posted
2024-05-23,"Zelle:  Brown","Zelle:  Brown",Category Pending,-100.00,Posted
2024-05-23,"Zelle: Steven","Zelle: Steven",Category Pending,-20.00,Posted
2024-05-22,"Zelle:  Brown","Zelle:  Brown",Category Pending,-30.00,Posted
2024-05-22,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,649.31,Posted
2024-05-17,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-35.00,Posted
2024-05-17,"CAPITAL ONE      MOBILE PMT ***********FMP2","CAPITAL ONE      MOBILE PMT ***********FMP2",Category Pending,-22.00,Posted
2024-05-16,"Amazon.com*H35OK7LQ3     Amzn.com/billWA","Amazon.com*H35OK7LQ3     Amzn.com/billWA",Category Pending,-70.36,Posted
2024-05-16,"Zelle:  Brown","Zelle:  Brown",Category Pending,-42.00,Posted
2024-05-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-5.13,Posted
2024-05-16,"KING SOOPERS # 0116      THORNTON     CO","KING SOOPERS # 0116      THORNTON     CO",Category Pending,42.53,Posted
2024-05-15,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,755.46,Posted
2024-05-14,"AMZN Mktp US*MO6A29DD3   Amzn.com/billWA","AMZN Mktp US*MO6A29DD3   Amzn.com/billWA",Category Pending,-305.45,Posted
2024-05-14,"KING SOOP 13525 QUEBEC   THORNTON     CO","KING SOOP 13525 QUEBEC   THORNTON     CO",Category Pending,-71.78,Posted
2024-05-14,"APEX PARK AND RECREATIO  ARVADA       CO","APEX PARK AND RECREATIO  ARVADA       CO",Category Pending,-52.00,Posted
2024-05-14,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-05-14,"FIVE GUYS CO 1763 QSR    BROOMFIELD   CO","FIVE GUYS CO 1763 QSR    BROOMFIELD   CO",Category Pending,-12.96,Posted
2024-05-14,"Amazon Prime*IE6OU4LL3   Amzn.com/billWA","Amazon Prime*IE6OU4LL3   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-05-14,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-5.63,Posted
2024-05-13,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-122.98,Posted
2024-05-13,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-69.65,Posted
2024-05-13,"KING SOOP 13525 QUEBEC   THORNTON     CO","KING SOOP 13525 QUEBEC   THORNTON     CO",Category Pending,-33.87,Posted
2024-05-13,"PANDA EXPRESS 1493       LONGMONT     CO","PANDA EXPRESS 1493       LONGMONT     CO",Category Pending,-25.00,Posted
2024-05-13,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-13.75,Posted
2024-05-13,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-13.75,Posted
2024-05-13,"PUREHOCKEY221WESTMINST   WESTMINSTER  CO","PUREHOCKEY221WESTMINST   WESTMINSTER  CO",Category Pending,-10.00,Posted
2024-05-08,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-69.13,Posted
2024-05-08,"KING SOOP 13525 QUEBEC   THORNTON     CO","KING SOOP 13525 QUEBEC   THORNTON     CO",Category Pending,-15.84,Posted
2024-05-08,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-3.29,Posted
2024-05-08,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,730.03,Posted
2024-05-07,"DOMINO'S 6239            THORNTON     CO","DOMINO'S 6239            THORNTON     CO",Category Pending,-45.52,Posted
2024-05-07,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-21.56,Posted
2024-05-07,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-05-06,"GREAT SAND DUNES OASIS   MOSCA        CO","GREAT SAND DUNES OASIS   MOSCA        CO",Category Pending,-28.54,Posted
2024-05-06,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-27.93,Posted
2024-05-06,"RAISING CANES 0490       LONGMONT     CO","RAISING CANES 0490       LONGMONT     CO",Category Pending,-25.42,Posted
2024-05-06,"Love's #0226 Inside      PUEBLO       CO","Love's #0226 Inside      PUEBLO       CO",Category Pending,-23.66,Posted
2024-05-06,"PY *ZIGGIS  FREDERICK 3  FREDERICK    CO","PY *ZIGGIS  FREDERICK 3  FREDERICK    CO",Category Pending,-15.85,Posted
2024-05-06,"GREAT SAND DUNES OASIS   MOSCA        CO","GREAT SAND DUNES OASIS   MOSCA        CO",Category Pending,-13.16,Posted
2024-05-03,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-35.00,Posted
2024-05-03,"CAPITAL ONE      MOBILE PMT ***********E9BA","CAPITAL ONE      MOBILE PMT ***********E9BA",Category Pending,-25.00,Posted
2024-05-03,"CAPITAL ONE      MOBILE PMT ***********1CPY","CAPITAL ONE      MOBILE PMT ***********1CPY",Category Pending,-22.00,Posted
2024-05-03,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-35.63,Posted
2024-05-03,"DAIRY QUEEN #10062       WESTMINSTER  CO","DAIRY QUEEN #10062       WESTMINSTER  CO",Category Pending,-14.42,Posted
2024-05-03,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-8.39,Posted
2024-05-03,"TA EXPRESS               WALSENBURG   CO","TA EXPRESS               WALSENBURG   CO",Category Pending,-2.97,Posted
2024-05-03,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,15.00,Posted
2024-05-02,"Marsblade US Inc         Chicago      IL","Marsblade US Inc         Chicago      IL",Category Pending,-231.06,Posted
2024-05-02,"FREDERICK TRAVEL CENTER  FREDERICK    CO","FREDERICK TRAVEL CENTER  FREDERICK    CO",Category Pending,-60.05,Posted
2024-05-02,"NOODLES & CO 154         LONGMONT     CO","NOODLES & CO 154         LONGMONT     CO",Category Pending,-27.56,Posted
2024-05-01,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-17.53,Posted
2024-05-01,"Wal-Mart Super Center    THORTON      CO","Wal-Mart Super Center    THORTON      CO",Category Pending,-13.00,Posted
2024-05-01,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,815.79,Posted
2024-04-30,"THE HOME DEPOT 1552      FIRESTONE    CO","THE HOME DEPOT 1552      FIRESTONE    CO",Category Pending,-33.38,Posted
2024-04-30,"Scheels All Sports Inc   Johnstown    CO","Scheels All Sports Inc   Johnstown    CO",Category Pending,-30.51,Posted
2024-04-30,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-26.65,Posted
2024-04-30,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-20.00,Posted
2024-04-30,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-10.52,Posted
2024-04-29,"THE HOME DEPOT 1552      FIRESTONE    CO","THE HOME DEPOT 1552      FIRESTONE    CO",Category Pending,-70.76,Posted
2024-04-29,"KOCH TOOLS 4886 COUNTY   FORT LUPTON  CO","KOCH TOOLS 4886 COUNTY   FORT LUPTON  CO",Category Pending,-46.30,Posted
2024-04-29,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-38.98,Posted
2024-04-29,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-8.08,Posted
2024-04-26,"MURPHY EXPRESS           BROOMFIELD   CO","MURPHY EXPRESS           BROOMFIELD   CO",Category Pending,-66.60,Posted
2024-04-26,"THE HOME DEPOT 1548      BROOMFIELD   CO","THE HOME DEPOT 1548      BROOMFIELD   CO",Category Pending,-34.11,Posted
2024-04-26,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-15.61,Posted
2024-04-25,"KING SOOP 13632 COLORA   THORNTON     CO","KING SOOP 13632 COLORA   THORNTON     CO",Category Pending,-25.49,Posted
2024-04-24,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,475.58,Posted
2024-04-23,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-40.00,Posted
2024-04-22,"FREDERICK TRAVEL CENTER  FREDERICK    CO","FREDERICK TRAVEL CENTER  FREDERICK    CO",Category Pending,-20.00,Posted
2024-04-22,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-20.00,Posted
2024-04-22,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,40.00,Posted
2024-04-22,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,20.00,Posted
2024-04-22,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,20.00,Posted
2024-04-19,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-22.62,Posted
2024-04-19,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-20.00,Posted
2024-04-19,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-7.38,Posted
2024-04-19,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,50.00,Posted
2024-04-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-5.13,Posted
2024-04-15,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-57.00,Posted
2024-04-15,"MURPHY7492ATWAL          DENVER       CO","MURPHY7492ATWAL          DENVER       CO",Category Pending,-48.40,Posted
2024-04-15,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-19.00,Posted
2024-04-15,"APEX PARK AND RECREATIO  ARVADA       CO","APEX PARK AND RECREATIO  ARVADA       CO",Category Pending,-13.00,Posted
2024-04-15,"Amazon Prime*U39SE2BS3   Amzn.com/billWA","Amazon Prime*U39SE2BS3   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-04-12,"Microsoft*Xbox           msbill.info  WA","Microsoft*Xbox           msbill.info  WA",Category Pending,64.45,Posted
2024-04-11,"Microsoft Corporation EveREDMOND      WA","Microsoft Corporation EveREDMOND      WA",Category Pending,-64.45,Posted
2024-04-08,"TM TICKETMASTER          800-653-8000 CA","TM TICKETMASTER          800-653-8000 CA",Category Pending,-169.55,Posted
2024-04-08,"V SHRED LLC              888-874-7331 NV","V SHRED LLC              888-874-7331 NV",Category Pending,-93.44,Posted
2024-04-08,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-64.78,Posted
2024-04-08,"PLAY IT AGAIN SPORTS     LONGMONT     CO","PLAY IT AGAIN SPORTS     LONGMONT     CO",Category Pending,-45.83,Posted
2024-04-08,"SMASHBURGER - 1750       DENVER       CO","SMASHBURGER - 1750       DENVER       CO",Category Pending,-40.87,Posted
2024-04-08,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-38.00,Posted
2024-04-08,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-12.66,Posted
2024-04-08,"V SHRED LLC              888-874-7331 NV","V SHRED LLC              888-874-7331 NV",Category Pending,93.44,Posted
2024-04-08,"O'REILLY 6037            LONGMONT     CO","O'REILLY 6037            LONGMONT     CO",Category Pending,44.01,Posted
2024-04-05,"KING SOOP 13525 QUEBEC   THORNTON     CO","KING SOOP 13525 QUEBEC   THORNTON     CO",Category Pending,-20.62,Posted
2024-04-04,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-61.02,Posted
2024-04-04,"SONIC DRIVE IN #6878     THORNTON     CO","SONIC DRIVE IN #6878     THORNTON     CO",Category Pending,-15.29,Posted
2024-04-03,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-57.00,Posted
2024-04-03,"WALGREENS STORE 5962 FI  FIRESTONE    CO","WALGREENS STORE 5962 FI  FIRESTONE    CO",Category Pending,-100.00,Posted
2024-04-03,"O'REILLY 3644            FIRESTONE    CO","O'REILLY 3644            FIRESTONE    CO",Category Pending,-52.69,Posted
2024-04-03,"Wal-Mart Super Center    WESTMINSTER  CO","Wal-Mart Super Center    WESTMINSTER  CO",Category Pending,-21.30,Posted
2024-04-03,"AUTOZONE  3435           FIRESTONE    CO","AUTOZONE  3435           FIRESTONE    CO",Category Pending,-14.90,Posted
2024-04-03,"O'REILLY 3644            FIRESTONE    CO","O'REILLY 3644            FIRESTONE    CO",Category Pending,-9.57,Posted
2024-04-03,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-3.61,Posted
2024-04-02,"CAPITAL ONE      MOBILE PMT ***********4IAU","CAPITAL ONE      MOBILE PMT ***********4IAU",Category Pending,-25.00,Posted
2024-04-02,"PUREHOCKEY221WESTMINST   WESTMINSTER  CO","PUREHOCKEY221WESTMINST   WESTMINSTER  CO",Category Pending,-130.46,Posted
2024-04-02,"PUREHOCKEY221WESTMINST   WESTMINSTER  CO","PUREHOCKEY221WESTMINST   WESTMINSTER  CO",Category Pending,-27.08,Posted
2024-04-02,"Zelle:  Brown","Zelle:  Brown",Category Pending,-26.46,Posted
2024-04-02,"APEX PARK AND RECREATIO  ARVADA       CO","APEX PARK AND RECREATIO  ARVADA       CO",Category Pending,-26.00,Posted
2024-04-02,"Zelle: Debbie","Zelle: Debbie",Category Pending,-20.00,Posted
2024-04-01,"LONGMONT T               STATE HIGHWAYCO  LO","LONGMONT T               STATE HIGHWAYCO  LO",Category Pending,-54.97,Posted
2024-04-01,"Zelle: Dad","Zelle: Dad",Category Pending,-50.00,Posted
2024-04-01,"PLAY IT AGAIN SPORTS     PLAY IT AGAINCO  LO","PLAY IT AGAIN SPORTS     PLAY IT AGAINCO  LO",Category Pending,-38.01,Posted
2024-04-01,"Zelle: Cade","Zelle: Cade",Category Pending,-23.00,Posted
2024-04-01,"Zelle:  Rankins","Zelle:  Rankins",Category Pending,-22.50,Posted
2024-04-01,"APPLE.COM/BILL           APPLE.COM/BILCA  86","APPLE.COM/BILL           APPLE.COM/BILCA  86",Category Pending,-18.99,Posted
2024-04-01,"PY *ZIGGIS COFFEE        PY *ZIGGIS COCO  TH","PY *ZIGGIS COFFEE        PY *ZIGGIS COCO  TH",Category Pending,-9.57,Posted
2024-04-01,"WAL-MART #1045           WAL-MART #104CO  LA","WAL-MART #1045           WAL-MART #104CO  LA",Category Pending,-4.77,Posted
2024-04-01,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,1042.00,Posted
2024-04-01,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,250.00,Posted
2024-03-29,"Zelle:  Brown","Zelle:  Brown",Category Pending,-10.01,Posted
2024-03-29,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,20.00,Posted
2024-03-29,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,9.00,Posted
2024-03-27,"Zelle:  Brown","Zelle:  Brown",Category Pending,-61.33,Posted
2024-03-27,"APEX PARK AND RECREATIO  ARVADA       CO","APEX PARK AND RECREATIO  ARVADA       CO",Category Pending,-10.00,Posted
2024-03-26,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-55.58,Posted
2024-03-25,"201 E TOMICHI AVE        GUNNISON     CO","201 E TOMICHI AVE        GUNNISON     CO",Category Pending,-46.60,Posted
2024-03-25,"Dicks Sporting Goods     Grand JunctioCO","Dicks Sporting Goods     Grand JunctioCO",Category Pending,-29.91,Posted
2024-03-25,"25 RD              US    GRAND JUNCTIOCO","25 RD              US    GRAND JUNCTIOCO",Category Pending,-26.49,Posted
2024-03-25,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-18.99,Posted
2024-03-25,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,200.00,Posted
2024-03-22,"USA HOCKEY               719-576-8724 CO","USA HOCKEY               719-576-8724 CO",Category Pending,-46.00,Posted
2024-03-21,"Zelle: Cade","Zelle: Cade",Category Pending,-50.00,Posted
2024-03-21,"MCDONALD'S F6315         GUNNISON     CO","MCDONALD'S F6315         GUNNISON     CO",Category Pending,-15.45,Posted
2024-03-20,"7-ELEVEN                 FREDERICK    CO","7-ELEVEN                 FREDERICK    CO",Category Pending,-32.22,Posted
2024-03-20,"7-ELEVEN                 FREDERICK    CO","7-ELEVEN                 FREDERICK    CO",Category Pending,-28.89,Posted
2024-03-20,"XENOPUCK                 XENOPUCKS.COMFL","XENOPUCK                 XENOPUCKS.COMFL",Category Pending,-24.47,Posted
2024-03-20,"SONIC DRIVE IN #4980     DENVER       CO","SONIC DRIVE IN #4980     DENVER       CO",Category Pending,-19.62,Posted
2024-03-20,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-19,"SIGNAL WASH @ HWY 119    LONGMONT     CO","SIGNAL WASH @ HWY 119    LONGMONT     CO",Category Pending,-15.00,Posted
2024-03-19,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-18,"PLAY IT AGAIN SPORTS     LONGMONT     CO","PLAY IT AGAIN SPORTS     LONGMONT     CO",Category Pending,-71.91,Posted
2024-03-18,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-61.20,Posted
2024-03-18,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-58.98,Posted
2024-03-18,"PLAY IT AGAIN SPORTS     LONGMONT     CO","PLAY IT AGAIN SPORTS     LONGMONT     CO",Category Pending,-29.33,Posted
2024-03-18,"ICE CENTER AT THE PROMENAWESTMINSTER  CO","ICE CENTER AT THE PROMENAWESTMINSTER  CO",Category Pending,-9.00,Posted
2024-03-18,"ICE CENTER AT THE PROMENAWESTMINSTER  CO","ICE CENTER AT THE PROMENAWESTMINSTER  CO",Category Pending,-9.00,Posted
2024-03-18,"ICE CENTER AT THE PROMENAWESTMINSTER  CO","ICE CENTER AT THE PROMENAWESTMINSTER  CO",Category Pending,-8.00,Posted
2024-03-18,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.42,Posted
2024-03-18,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-18,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-18,"Zelle:  Brown","Zelle:  Brown",Category Pending,396.57,Posted
2024-03-15,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-57.59,Posted
2024-03-15,"QT 4202 INSIDE           FIRESTONE    CO","QT 4202 INSIDE           FIRESTONE    CO",Category Pending,-17.31,Posted
2024-03-15,"Store                    FREDRICK     CO","Store                    FREDRICK     CO",Category Pending,-15.95,Posted
2024-03-15,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-7.26,Posted
